5	0.95
10	0.085714286
15	0.5
20	0.060240964
25	0.111111111
30	0.176470588
35	0.341176471
40	0.706161137
45	0.281553398
50	0.111111111
55	0.257425743
60	0.107142857
65	0.177083333
12.5	0.333333333
12	0.333333333
3.5	0.28
14	0.444444444
8	0.727272727
17	0.241706161
32.5	0.30994152
37.5	0.494117647
42.5	0.388429752
6	0.936305732
41	0.666666667
18	0.065088757
52	0.202020202
57	0.160621762
